"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"4.812190514/736.2729001","1.7949635","1.0818033","1.6581166","2.3648906","1.9215400","2.2799842","2.3783450","2.0643878","2.5324412","2.4383995","2.4582962","2.7367447","2.7946330","2.6923106","2.9165297","2.8669269","2.9880767","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.6714480","0.1836315","0.2616723","0.9418712","0.1905475","0.1975231","0.7019464","0.2430314","0.3538722","0.8736556","0.1839179","0.2490272","0.4699683"
"2.627578236/468.093715","1.7451519","1.5337544","1.6047864","2.3038094","1.6493179","2.5822689","2.3588881","2.1794740","2.5343301","1.9994067","2.6361537","2.4124636","2.4593918","2.7489803","2.7353989","2.4292743","2.6681773","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","1.0537134","0.1836315","0.2616723","1.2850490","0.1905475","0.1975231","1.0237174","0.2430314","0.3538722","1.2816837","0.1839179","0.2490272","0.6713736"
"3.255051107/403.0662049","1.6331197","0.7316920","1.0690600","3.0926648","2.1663354","2.6233080","3.1845554","2.1301188","2.9292835","3.0847053","2.4795772","3.2695093","3.4132688","2.4092815","3.2579682","3.3627722","2.7931138","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","1.3666488","0.1836315","0.2616723","1.3727493","0.1905475","0.1975231","1.5816333","0.2430314","0.3538722","1.7003249","0.1839179","0.2490272","0.7009854"
"2.131852457/225.087717","1.6403775","1.5368348","1.5845716","2.0937670","2.2010685","2.3838769","2.1905162","2.3711209","2.4083280","2.2457870","2.6623134","2.5213350","2.5031121","3.0152554","2.9483081","2.6204378","3.0342945","0.3193928","0.2205402","0.4112600","0.5966996","0.5473567","0.6576958","0.4287960","0.6372248","0.3374740","0.9793918","0.3889387","0.9030201","0.5145465","1.0145001","0.7926332","0.7546934","1.1097490","1.1471452","0.5469530","1.3025258","0.2083406","0.3455780","0.4467650","0.2820428","1.2246678","0.3309521","0.4293093","1.1944634","1.7882263","0.4424547","1.2504413","0.3640438","0.3538722","1.4798712","0.5848044","0.5789458","0.7049044"
"3.240663215/829.0488729","1.7369727","1.4777916","0.4822432","2.5071079","2.2570123","1.8777879","2.5045315","1.7184267","1.6946212","2.3483331","2.4897429","0.7437897","2.3630808","2.3771025","1.6166410","2.6266950","2.1598204","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.4251501","0.1836315","0.2616723","0.6686773","0.1905475","0.1975231","1.1601955","0.2430314","0.3538722","0.6053867","0.1839179","0.2490272","0.4144497"
"2.24846086/347.0822803","1.5391197","1.5190032","0.6998865","2.3722263","1.0891326","1.6431647","2.3972679","1.7043890","1.9170615","2.4098138","1.8548574","1.9264223","2.5186730","1.9935294","1.6898349","2.6343229","2.2871304","0.4297263","0.2205402","0.4062569","0.1843199","0.2313887","0.3587524","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.4222325","0.1836315","0.2616723","0.4895209","0.1905475","0.1975231","0.7735027","0.2430314","0.3538722","0.8737440","0.1839179","0.2490272","0.2157085"
"4.813061585/738.2703504","1.5132474","1.5052493","1.1831054","2.0901175","1.0601233","1.9347841","2.0047455","1.5113988","2.2317622","2.1450296","2.1397071","2.3691854","2.4868188","2.3164129","2.5585165","2.5686476","2.5528790","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.4694758","0.1836315","0.2616723","0.7499979","0.1905475","0.1975231","0.8393848","0.2430314","0.3538722","0.9230438","0.1839179","0.2490272","0.2157085"
"5.492717504/295.190918","1.5135615","1.9926795","1.3082461","1.3681226","2.3948354","2.6081564","2.4651968","2.4762803","2.8824165","1.4760419","1.4883829","2.9651846","1.7707064","1.7044676","3.3443557","2.8155595","3.0761811","0.6853949","0.8432456","0.4967793","0.5458104","0.7952270","0.4786375","0.6868374","0.4618999","0.9586903","0.6287950","0.8761793","0.6576924","0.6992973","0.4543366","0.6837309","1.0883192","0.4815820","0.7064678","1.3057539","0.5039412","1.0883512","1.2802075","1.8219690","1.4500848","1.4908769","1.9205519","1.5957868","1.7820486","2.1134196","1.8543135","1.7549943","2.0978470","1.9733103","1.9163547","2.4114334","2.4258612","2.0424155"
"2.559392624/543.114721","1.6054297","1.9580473","1.3565511","2.6218013","2.7919398","2.5371445","2.7033950","2.8264333","2.6065990","2.8122181","3.3377664","2.4869688","3.2032205","3.7322125","2.9815827","2.7285293","3.6480017","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.3757328","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","1.1472506","0.1836315","0.2616723","1.3266918","0.1905475","0.1975231","1.2846889","0.2430314","0.3538722","1.3575269","0.1839179","0.2490272","0.3831799"
"6.175466003/297.2065896","1.3769175","0.9330863","0.7929294","1.5338319","1.3345508","1.1333377","1.5766406","1.0985214","1.3026308","1.5745285","1.5403810","1.5373797","1.8134486","1.6849804","1.5243128","1.5308787","1.6935699","0.6767405","0.7851713","0.4994306","0.5461350","0.7714311","0.5243259","0.5754271","0.6418950","0.9678553","0.5334009","0.6173224","0.5061956","0.8978696","0.6256525","0.6486696","1.1179112","0.5263588","0.5888325","1.0678619","0.5361806","0.7922337","0.7188886","0.5072704","0.8433832","0.5776303","0.7244800","0.6694675","0.4717139","0.7157320","0.6101412","0.5468558","0.7078674","0.7492210","0.6707525","0.5862626","0.7433106","0.4793839"
"2.60609507/238.0708872","1.3954834","1.2989917","1.2961359","2.2105196","2.0430562","2.0979994","2.1943913","1.5524310","2.2525121","2.1762515","2.3115645","2.1913853","2.4836182","2.5196840","2.5437839","2.4527036","2.6417629","0.3859247","0.5581268","0.3647510","1.2359203","1.1196432","1.0056989","1.6367110","1.4311999","0.9101173","1.4133938","2.0307749","1.6575913","1.4966168","1.5053314","1.1765117","0.7665665","1.3211844","1.5133991","1.0301297","1.4279235","0.4432639","0.3630603","1.2155022","1.0514325","1.3210579","1.3487347","1.3747313","1.0171443","1.4023831","1.6056586","1.4653328","1.4078918","1.3376586","1.7252589","1.6752312","1.8416949","1.6891275"
"2.929743072/397.0382499","1.5446296","1.3576092","1.6072142","1.8648032","0.9901189","1.7753589","1.7496576","0.8760488","1.6834050","1.8047171","1.6419025","1.9568935","1.7457964","1.6948582","1.9309050","1.8841953","1.8668164","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.4733926","0.2430314","0.3538722","0.4058933","0.1839179","0.2490272","0.2157085"
"3.248391653/877.4219004","1.5925809","0.8839936","1.5904606","2.4116449","2.0178596","2.0935482","2.2935929","1.9215874","2.2882029","2.1116904","2.4435264","2.3711274","2.5990684","2.6609764","2.5756116","2.5503075","2.9042453","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.4061491","0.1836315","0.2616723","0.4553472","0.1905475","0.1975231","0.4612745","0.2430314","0.3538722","0.7175964","0.1839179","0.2490272","0.2157085"
"2.201134124/520.9405847","1.3707369","0.8249666","1.3451721","1.8913143","1.4351429","1.5906900","2.2366354","1.2006521","1.6361443","1.8981410","2.1428152","1.6619430","2.1538026","2.2597963","1.8839769","1.9460145","2.3145408","0.1858414","0.2205402","0.1921864","0.3386420","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.3669666","0.1839179","0.2490272","0.2157085"
"2.849612055/194.0820904","1.4135170","0.6164777","1.2807749","2.4962763","2.0772213","1.9558164","2.5268377","2.0918170","1.9456579","2.4576979","2.0748729","1.8703553","2.5173298","2.3041058","1.9486232","2.3496350","2.2535858","0.3578168","0.3964953","0.3626021","0.3488691","0.3748368","0.1812455","0.3491856","0.3820011","0.5270994","0.3357642","0.3472808","0.2043778","0.4918219","0.4176386","0.2308208","0.3768527","0.4015730","0.1895645","0.5940942","0.2116913","0.3151740","0.1905419","0.4809951","0.4738196","0.4965953","0.3198786","0.4115096","0.5779699","0.6045220","0.3898626","0.6051065","0.4175159","0.5194313","0.6561340","0.1839179","0.2490272","0.6595201"
"2.648930659/382.0756466","1.4798535","2.2751047","1.2543452","2.9485149","3.3169374","2.8962500","2.6353316","3.4687635","2.8441275","3.3468948","3.2992657","2.7717735","3.2362443","3.6218059","3.5949568","3.5035240","3.7507639","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.8434264","0.1836315","0.2616723","1.4789187","0.1905475","0.1975231","1.3476050","0.2430314","0.3538722","0.8648607","0.1839179","0.2490272","0.4482583"
"6.278299545/307.1913619","1.3491923","0.6249716","0.6610363","1.6185137","0.8316962","1.0555209","1.5159062","1.0110868","1.4992736","1.5763788","1.0940421","1.8113325","1.7556854","1.6103313","2.1545613","1.6333534","1.8841558","0.5544422","1.2205383","0.5518156","0.5716948","1.1300368","0.7464428","1.4905596","0.7470250","0.9409085","0.7698499","1.0867496","0.6709390","1.0139780","0.8214111","0.7687272","1.0787248","0.7603685","0.9421189","0.8044199","0.5092739","0.7607725","0.7867742","0.7696652","0.8514885","0.6526565","0.6085120","0.9619542","0.8603877","0.9198865","1.1139472","0.4378808","1.0716322","0.6924277","0.8300572","1.0381773","0.5708757","0.5261487"
"1.917267172/159.0660428","2.0030403","1.9389914","1.0400671","3.1020710","3.1230357","3.0148627","2.1629457","3.3985435","3.4648775","3.0886321","1.5121926","3.9225971","3.7386639","3.0916407","4.4866613","3.7459275","3.4037089","0.8372455","0.9509432","0.7781310","0.7240387","0.7304120","0.5557437","0.5157657","0.7511377","1.0164590","0.6010379","0.5831267","0.7897827","0.8767182","0.4938074","0.7846391","1.4213180","0.6085736","0.6270956","1.1585314","0.8674157","1.1824782","0.7784376","0.6012012","1.1003992","1.1177180","0.7037174","0.7527292","1.6653539","0.6994050","0.9717103","2.0133535","1.0635870","1.2801669","1.7106881","0.6572940","1.0697389","1.1447943"
"3.100665789/633.324767","1.6242858","1.5069124","1.6129849","2.6659172","2.1940135","2.1560549","2.6354144","2.1587490","2.1869132","2.5914465","2.2463233","2.2168680","2.6413478","2.3794836","2.3317368","2.6209784","2.3230674","0.1858414","0.4078742","0.1921864","0.7337051","0.4119332","0.1812455","0.3536328","0.4465640","0.5310030","0.6109392","0.3182625","0.4729342","0.3024588","0.1882822","0.5242710","0.3768527","0.4297390","0.5069246","0.3850708","0.2116913","0.3710685","0.3818607","0.1859542","0.2820428","1.1445684","0.3332793","0.2616723","1.0183098","0.1905475","0.1975231","1.0847539","0.2430314","0.3538722","1.1324310","0.1839179","0.2490272","0.4423819"
"2.962334324/431.0353714","1.3454794","1.4455587","1.9770795","2.0212888","1.8739136","3.0646630","1.7382297","1.7000914","3.3602803","1.9468280","2.2126492","3.2721890","2.2240425","2.3375733","3.6648793","2.5703035","2.7214004","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","1.6592300","0.1836315","0.2616723","1.7456209","0.1905475","0.1975231","1.9544186","0.2430314","0.3538722","1.8800986","0.1839179","0.2490272","1.4341950"
"2.994159281/767.4299529","1.2396965","1.4195823","0.8906050","1.4673900","1.7982475","0.9829751","1.3443492","1.2309175","1.0686038","1.3442100","1.7913106","0.6884193","1.4191796","1.8778030","0.6691310","0.9833542","1.9066353","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.3745454","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.39706983/478.1091794","1.3211093","1.9975726","1.0192824","2.3314720","2.8071961","2.3507202","2.2456145","2.7627284","2.1457863","2.5217849","2.9843040","1.6575938","2.3710143","3.8212096","2.5830615","2.9073975","3.4229953","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.5683864","0.1836315","0.2616723","0.9896456","0.1905475","0.1975231","1.3068720","0.2430314","0.3538722","0.7893944","0.1839179","0.2490272","0.4162138"
"2.962717357/429.038525","1.3318800","1.0514805","2.0195517","2.0486049","1.8497117","3.1470084","1.7208552","1.8507719","3.3786959","1.9003302","2.1915003","3.2567810","2.3133506","2.2688075","3.7956915","2.6113853","2.7853738","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","1.6460573","0.1836315","0.2616723","1.7412342","0.1905475","0.1975231","2.0292693","0.2430314","0.3538722","1.9720646","0.1839179","0.2490272","1.4351173"
"4.809649478/500.2251557","1.2248283","1.0178671","1.2524991","1.8991840","1.3725053","1.6636769","2.0934624","1.8275298","2.0717418","2.3150707","2.2719461","2.3177175","2.6461056","2.6523580","2.7278337","2.8461451","2.9560730","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.4753483","0.1905475","0.1975231","0.7186927","0.2430314","0.3538722","1.1654714","0.1839179","0.2490272","0.4931754"
"3.061843737/566.1663162","1.2149705","1.2582470","1.2544972","1.8900085","1.7100032","1.7657255","1.9997651","2.1659128","2.1565421","2.2441786","2.4337644","2.4827831","2.5849466","2.5221152","2.7935045","2.6660492","3.2539801","0.1858414","0.2205402","0.1921864","0.8878114","0.6265775","0.9922034","0.5498043","1.0312399","0.3374740","0.5161588","0.7545635","0.6744061","0.5752447","0.9183540","0.9226540","0.8365594","1.0148917","0.9718116","0.3850708","0.5807900","0.2083406","0.1905419","0.1859542","0.2820428","0.6216620","0.1836315","0.2616723","1.0350009","0.1905475","0.1975231","1.1877170","0.2430314","0.3538722","1.3091675","0.1839179","0.2490272","0.5278866"
"5.043011489/325.164604","1.7805531","1.3150536","1.6347098","2.3260209","1.5013903","1.6940549","2.3774540","1.8076099","2.0043026","2.3990354","2.2965262","2.6002075","2.6926860","2.4809187","2.7622567","2.6174922","2.8413064","0.6329151","0.4657977","0.4483084","0.9837708","0.9438639","0.7945386","0.8536727","0.9027567","0.7130106","0.8074672","0.8832042","1.2823744","0.9137658","1.3042969","1.6079761","1.1302150","1.2018284","2.1100333","0.9275485","1.2002225","0.7296912","0.5245156","0.6505661","0.5498444","0.5649864","0.5891045","0.5236628","0.7270100","0.4765502","0.4424826","0.9055037","0.7012603","0.7790273","1.0102330","1.2005142","0.5155639","0.6889303"
"2.067752431/248.078418","1.4815548","0.9459911","1.2706598","2.4039717","1.6338823","1.9761475","2.1447438","2.0760342","2.0611058","2.5356231","2.1513574","2.1132739","2.7233819","2.0268033","2.3639997","2.5548879","2.4477248","0.1858414","0.2205402","0.1921864","0.1843199","0.4036248","0.4740206","0.1646155","0.1901085","0.3374740","0.6839440","0.3176714","0.2043778","0.3024588","0.8105953","0.5146077","0.3768527","0.6437781","0.5233270","0.3850708","0.8732539","0.3826481","0.3411944","0.6800964","0.5505009","1.2124789","0.4521003","0.4626645","1.5305094","0.6625230","0.7896088","1.5331786","2.0654937","0.6853937","1.2960804","1.6687668","0.8306333","1.4431584"
"3.65649831/413.0881528","1.2210210","1.8560820","1.1389212","2.3915039","2.8258947","2.9603967","2.2044756","2.9576782","2.9321346","2.6811350","2.8821642","2.6847087","2.4029515","3.7624660","3.5694901","3.1217907","3.3971651","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","1.0423230","0.1836315","0.2616723","0.9077342","0.1905475","0.1975231","1.0860100","0.2430314","0.3538722","0.6960358","0.4009617","0.2490272","0.4447858"
"2.009036744/284.0551239","1.2787566","0.7077179","1.3933719","2.0600032","1.6584304","2.0335212","2.0301112","1.5089333","2.1073680","2.1950829","2.1051449","2.3882748","2.2960726","2.4085961","2.5717616","2.3401989","2.4657921","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.4629093","0.1836315","0.2616723","0.9811464","0.1905475","0.1975231","0.8040709","0.2430314","0.3538722","0.9280055","0.1839179","0.2490272","0.2157085"
"3.257237844/327.1192338","1.1131427","0.4658357","0.6349274","2.3262972","1.5682606","1.7388832","2.5012766","1.1079918","1.9760633","2.4380370","1.8541302","2.1035296","2.6465483","1.9131288","2.1879062","2.6572407","2.1510011","0.1858414","0.2205402","0.1921864","0.3587831","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.4187647","0.3608018","0.2616723","0.7003609","0.1905475","0.1975231","0.7954184","0.2430314","0.6049800","0.9339845","0.1839179","0.2490272","0.3671869"
"2.127301586/256.1187232","1.3614466","1.6109323","1.4153304","2.1503347","2.0291989","2.4406240","2.4223829","1.9251437","2.7146736","2.4142939","2.5133865","2.7402251","2.8353502","2.5945607","2.9951999","2.5455866","2.9141823","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.7227666","0.1836315","0.2616723","1.2602185","0.1905475","0.1975231","0.9393720","0.2430314","0.3538722","1.3930445","0.1839179","0.2490272","0.3953857"
"2.168838703/230.0666289","1.2162983","1.0177003","0.9424108","2.3540564","1.8613169","2.0155620","2.6355552","1.9886563","1.9990249","2.5096008","2.3049613","2.0466281","2.7750624","2.7537720","2.5183586","2.8732900","2.7517191","0.1858414","0.3883123","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.3655978","0.3374740","0.1836773","0.1559899","0.4623339","0.4958727","0.1882822","0.2308208","0.3768527","0.1937674","0.3474043","0.3850708","0.5640514","0.2083406","0.3409274","0.3631213","0.2820428","0.7755821","0.3146814","0.2616723","0.8077430","0.7241984","0.1975231","0.6416969","0.2430314","0.3538722","1.1655475","0.3210217","0.3928963","0.3406632"
"2.556482927/545.1116419","1.3254818","1.6913034","0.8040320","2.1663496","2.3723576","2.1049095","2.3156883","2.3792446","2.2572917","2.3855148","2.8646419","2.0789783","2.7599313","3.2230528","2.4810901","2.2993716","3.1406919","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.3844960","0.2820428","0.8868736","0.1836315","0.2616723","0.6203486","0.1905475","0.1975231","0.9577078","0.2430314","0.3538722","0.9572381","0.1839179","0.2490272","0.4012772"
"3.108206449/864.4829155","1.0924884","0.6776181","0.6352824","2.2511557","1.5453356","1.7594484","2.2200712","1.3847047","1.6605629","2.1591557","2.2474111","1.0702208","2.1885463","2.3410292","1.3212855","2.1944567","2.2508769","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.3713825","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.3892287","0.2430314","0.3538722","0.4651699","0.1839179","0.2490272","0.2157085"
"4.561459987/598.1482493","1.3042890","0.6147387","0.9999764","1.8967794","1.3037853","1.9406997","1.9273654","1.5188859","1.8916942","1.8303718","2.3872808","2.8609043","3.2137828","3.8381409","3.5246974","2.9781889","4.4629835","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.5505661","0.1836315","0.2616723","0.7283033","0.1905475","0.1975231","1.2229575","0.2430314","0.3538722","0.8292588","0.1839179","0.2490272","0.7950218"
"2.148935935/287.9248447","1.2497695","0.7586159","1.1195995","2.0535786","1.9499843","2.7085712","2.3035171","2.3174179","3.4030617","3.0791804","2.4529587","2.5847518","5.1707037","2.8014265","4.5371556","4.3553178","2.9283364","0.1858414","0.6128262","0.4227913","0.3665540","0.4226085","0.3954627","0.3326022","0.4371418","0.6244606","0.3978838","0.3128876","0.3714622","0.4731073","0.4182691","0.4184601","0.7266094","0.4177071","0.3690598","1.0287844","0.5369649","0.4656522","0.5463239","0.4239817","0.5649727","0.4474832","0.4903559","0.6982073","1.3662754","0.4004775","0.6216259","1.5807603","0.5355279","0.7528997","1.7022618","0.4102747","0.5896172","0.6699192"
"2.067759617/373.9867297","1.1098044","0.5757598","0.9579956","1.6384565","1.9153618","2.5147335","1.2927907","0.9673856","2.5931524","2.6281718","1.3463325","2.6451664","2.2311760","1.5071051","2.9527073","2.7612886","1.6095939","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.4288027","0.1836315","0.2616723","0.5450488","0.1905475","0.1975231","0.6280231","0.2430314","0.3538722","1.1909913","0.1839179","0.2490272","0.2157085"
"2.570225296/154.0224679","0.1907524","0.2328864","0.1830081","0.3484870","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.3683155","0.1884342","0.1891223","0.5100150","2.4005539","2.2015626","2.1051045","6.0222173","6.0329241","6.2658373","3.8395985","6.8256686","6.4698223","7.2762245","5.3488930","8.0176898","8.1801314","7.9626199","9.3619673","8.8677158","8.3535182","9.4314231","8.5557783","9.9889471","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.3092289","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.3163890","0.2490272","0.2157085"
"0.321095383/752.4370281","3.070096","3.089096","2.798705","2.773449","3.187515","3.137806","1.687649","4.388311","3.230815","2.543269","3.537288","3.544400","1.940549","2.737946","2.988754","2.798081","3.099711","2.396938","3.914038","3.747127","2.975909","4.342498","3.102088","4.459201","3.680398","6.342472","2.820303","4.722600","4.494856","4.918401","3.641086","4.942634","6.854688","4.789274","4.546953","6.689820","5.271508","3.609045","2.949233","1.901892","5.378991","3.071282","2.349929","5.416005","3.326934","2.369499","3.225871","3.869422","4.420067","6.191537","3.609171","2.894122","3.265462","3.845431"
