"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"3.344455759/599.2169023","0.6064187","1.0086984","1.0167638","1.0428322","0.8087635","1.2832990","0.8082966","0.8067980","1.3548498","0.6905100","1.4066428","1.4833781","1.4172687","0.9027391","1.5916476","1.3272332","1.1851582","0.8168318","0.7887789","1.1699535","2.6932408","3.0887055","2.3801460","2.6051480","3.6442677","2.9498216","3.2511189","3.1620687","3.9204725","3.7220780","3.1566148","3.6703144","4.3809086","3.3768625","4.0411825","3.7798652","3.4397634","0.2083406","0.1905419","0.4930473","0.2820428","0.7539552","0.7880886","0.2616723","0.7649434","0.5972029","0.5713681","0.8179563","0.2430314","0.3538722","0.9029601","0.5952869","0.5098142","0.7994068"
"3.025142157/351.2028085","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","1.6926391","1.6530515","1.7354456","3.2162773","3.4713961","3.5461892","1.7820270","3.4427274","3.6522429","3.6846118","2.2758805","3.8975121","4.0696945","4.0071287","4.2281610","5.1686025","4.1328642","4.4251144","4.5025780","4.2845750","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"3.323781001/645.2227961","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.6117556","0.4665850","0.2044198","0.4761254","0.6264489","0.1922293","0.1858414","0.2205402","0.1921864","2.2865352","2.3593444","2.0620637","2.0655436","2.4957139","2.6437480","2.7267769","2.7453318","3.4714637","3.6413904","3.4903843","4.6799295","5.2287249","3.8050736","5.5621366","4.5318303","4.3880800","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.459398285/451.1723628","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.6553372","0.9917928","1.1427304","2.4507307","2.7688172","3.0669494","1.7324694","2.9656067","2.7958027","3.3489310","2.2559393","3.2554783","3.4644047","3.6366658","3.4292211","3.6105524","3.6462148","3.3979374","3.3395910","3.7273918","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"3.277005923/674.0965851","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","1.0162541","1.0585014","1.1964167","2.6091558","3.2543563","2.1536503","2.4377831","2.8590315","3.7296307","2.7551552","2.4289225","3.3646918","3.8403932","2.5226793","3.9192943","5.0003160","3.1273157","3.1704094","3.4182509","3.4331601","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.3386665","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.670776579/297.0735939","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.4487805","0.1871936","0.2923256","0.6388061","0.1874053","0.4286253","0.4193446","0.5999773","0.2044198","0.3917604","0.3652040","0.1922293","0.7385985","0.5535832","0.3596275","1.7982277","2.5410428","1.6611242","0.7901591","2.6297875","2.8016395","2.7135415","0.7481801","3.1605356","3.3965629","1.9275114","3.5723208","4.3269106","2.7191345","3.7444580","3.7752945","3.9583802","0.2083406","0.3284597","1.2551259","1.2501652","1.1551944","1.5692216","1.7337596","1.3031516","1.6324833","1.6287299","1.5583831","1.5456797","1.7210277","1.7130645","1.7923921","1.9207134","1.7742799"
"3.727559631/517.0548913","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.9542425","1.0639562","0.7178599","2.3582088","2.6079653","2.4122064","1.1932208","2.6829083","3.1482524","2.7190128","1.5098388","3.2314246","3.7042370","3.0738524","3.7416561","4.4687416","3.5467378","4.0993162","4.4274239","3.8342570","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.459450119/518.0783968","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.5419132","0.6975347","0.6920445","2.1919472","2.5994552","2.4665386","1.4298101","2.6643959","2.6447379","2.8211954","1.8207784","3.0922599","3.2477974","2.9834226","3.4481291","3.4696651","3.1294650","3.5155444","3.2809025","3.3983330","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.701655514/377.1825253","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.3903579","0.7611796","0.9859875","0.9254162","2.1670737","2.7782271","2.5590087","1.3327972","2.7487538","3.0639841","2.9118996","1.5052584","2.9283666","3.5355357","3.0817273","3.2495479","4.1807932","3.1542425","3.4544303","3.6236692","3.3608521","0.2083406","0.3715623","0.1859542","0.2820428","0.1845282","0.3471390","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.3398423","0.1839179","0.2490272","0.2157085"
"2.479542576/306.1454351","0.1907524","0.3879365","0.3258628","0.1918572","0.2659752","0.6131666","0.4022658","0.2923256","0.3291258","0.4532311","0.3905896","0.3431137","0.3519963","0.6042347","0.8514081","0.6030182","0.7035056","1.0975764","1.2195499","1.1705754","1.8361905","2.2749278","2.2111607","1.7699700","2.1981207","2.4376207","2.5175090","2.2501276","2.6868860","3.0426925","2.8131716","2.5389040","3.7224459","3.1523979","3.1140364","3.5987176","3.6873144","0.2083406","0.1905419","0.8310628","0.2820428","0.7004795","1.1628735","0.6702595","1.2454753","1.2618116","1.2914166","1.1616001","1.2982609","0.8556302","1.4176891","1.3431065","1.4557636","1.3754404"
"4.75034503/313.9954113","1.3496276","1.2859194","1.9327812","2.3883986","2.3549013","3.1367600","2.8578635","2.7594401","3.5661002","3.2039313","3.5366035","3.8002209","3.6169530","3.9054435","4.0191803","3.8065716","4.3784716","1.1223552","1.3635476","1.4834374","2.2747655","1.8285400","2.2000163","2.1873967","2.4110526","1.7400359","2.3347426","2.5615424","2.5665655","2.0501304","2.5226860","2.6129552","1.9737483","2.5204101","2.7083441","2.0847235","2.6570829","0.6694977","0.4700889","0.8562936","0.9292613","1.4453155","1.2258667","1.2803739","2.0603396","1.6042890","1.0603264","2.0969050","1.1769466","0.8275792","2.3438375","1.8654142","0.9227679","1.7790905"
"3.727494501/579.9684538","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.4642030","0.5754705","0.4742244","1.8499691","1.7019170","2.3432661","0.8437962","1.9762390","1.8526071","2.4935579","1.2487212","2.4271264","2.3020819","2.9029226","2.6821022","2.5989592","3.5134112","3.4828084","2.6604548","3.7205355","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.844293903/273.0907977","0.1907524","0.2328864","0.4016971","0.3983991","0.2659752","0.8134261","0.4855453","0.4822305","0.8593751","0.4178603","0.5249282","1.1517092","0.5454308","0.5180242","1.1954445","0.4427442","0.5309806","0.8826504","0.8729906","1.6315178","2.0051936","2.1870049","2.8431842","2.5823375","2.5184592","2.7880476","3.2171574","2.8834782","2.5537839","3.1877315","3.5163722","3.3764866","3.8908033","3.5495390","3.6421409","3.4221907","3.8494279","0.2083406","0.1905419","0.4109153","0.5017193","1.1037335","0.4034998","0.8214524","1.0115645","0.9264924","0.7471366","1.2163983","1.1777031","1.2752157","1.2092368","1.0364504","0.9944874","1.3262566"
"2.327335466/229.1552403","1.7316363","1.9285823","1.8106148","2.9098406","2.8868140","2.8879938","3.1388801","2.9497149","3.3745181","3.4009298","3.4141183","3.6914182","3.7083767","3.9580350","4.1642342","4.0049125","4.3477870","0.4879969","0.4317381","0.3768186","1.3815872","1.2466977","1.5919558","2.0406168","1.9326302","1.6431613","2.1972775","2.5205455","2.4610065","2.2880608","2.4505437","2.7880538","2.1409792","3.0554205","3.2301245","2.8494887","3.4748726","0.6862326","0.7511477","2.1448044","2.1119160","2.3221475","2.5254098","2.2829760","2.9087001","2.5886401","2.9443104","2.9660622","2.9196169","3.0698403","3.8208917","2.9710231","3.6886133","4.0132957"
"5.634614188/450.2620981","1.0463047","1.1938200","1.3050269","0.7542602","1.2057839","3.0437472","0.5567724","1.2241235","4.2985676","0.3528205","1.2222106","4.5865006","0.9653995","0.8257331","4.4965806","0.8274936","0.7501898","1.1631393","1.3481286","1.5495941","1.4833442","1.6971065","2.3100314","2.3912113","1.8473694","1.9757096","2.7959803","3.0921096","2.2353536","2.2644330","3.0785741","2.3180448","6.8187023","3.2171883","2.1187890","2.7251834","3.6820174","0.7605356","0.5583939","1.3972718","1.3615430","1.6868923","1.7351719","1.7997356","1.9777855","1.7616170","1.9034378","1.9967098","5.6479892","2.2328833","2.1987155","1.9748790","2.1856740","2.4963562"
"3.713972524/538.0282833","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.4049620","0.4378655","0.3906325","1.5831223","1.9515914","1.7480409","0.6673871","1.8642391","2.3284329","1.9494112","0.9239270","2.3001477","2.7081019","2.2902042","2.7888344","3.2725895","2.6438160","3.0594996","3.2682491","2.7864075","0.2083406","0.1905419","1.3407693","0.4460536","0.5142008","1.1891971","0.4283382","0.4490623","1.0160305","0.4266874","0.4481822","0.7511363","0.3538722","0.4084846","0.9892234","0.2490272","0.4299968"
"2.182923658/382.0998732","0.8179590","0.6079039","0.6703598","2.3691113","2.1334656","2.0731362","2.7186431","2.1555093","1.9788007","2.4981517","2.6736481","1.9768796","3.0546061","3.1289990","2.3657946","2.6470507","3.2361683","0.9554466","0.8206854","0.9734211","1.6320431","1.9688462","2.0006350","0.6321484","2.1986125","1.9293921","1.8817456","0.6164523","2.2419199","1.7366549","1.1641270","1.9475324","1.4390129","1.2300672","1.8682365","1.4277275","1.6874822","0.2083406","0.3583014","0.8085852","1.1153994","1.2628887","1.3633814","1.2307461","1.2870324","1.1584632","1.2403423","1.3540819","0.5885600","0.6372828","1.5455625","1.2752070","1.4047832","1.3722589"
"2.391265428/413.1166458","0.5822747","0.6582211","0.4454922","0.6669200","0.3911863","0.7277866","0.6512460","0.4501744","0.6713762","0.5974242","0.6211832","0.8812148","0.8692185","0.9196748","0.9772230","1.0443840","0.8507374","1.5212596","1.2852559","1.3994390","1.9955336","2.0411143","1.8804076","1.8947950","2.1346640","1.8891690","1.9909889","2.0702026","2.1918746","2.1125507","2.0824629","2.5705935","2.3668927","2.1536191","2.3991602","1.7735381","2.3614998","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.4873383","0.3685436","0.3954180","0.3691061","0.4840681","0.3538722","0.5186500","0.5387712","0.3858689","0.2157085"
"2.493263714/284.1610426","0.5525877","0.6254687","0.9565566","1.6873057","2.0273142","2.1875175","2.0296942","2.1582796","2.5356443","2.1640199","2.5465646","2.6397546","2.4038588","2.8132489","2.9837136","2.7016135","3.0964953","0.9159794","0.6562759","0.9813626","1.6480705","1.8757803","1.8215460","1.2790367","1.9063127","1.8125341","1.9978819","1.4980325","2.0249316","1.4637829","1.9954907","1.8784687","2.1447477","2.0077618","2.1202166","1.7006605","2.1217316","0.6023221","0.4246342","1.2837355","0.8326387","1.3640165","1.5550929","1.3436458","1.6749413","1.5860532","1.5645256","1.5968406","1.5142341","1.4670757","2.2654954","1.6471395","2.0148918","1.9608594"
"1.800791187/274.0927812","1.8046062","1.6091928","1.8135517","5.3549562","3.6499361","5.9490456","5.7036231","4.3600949","6.1960030","4.3377381","5.3390622","4.2399847","4.6694753","6.4817297","6.9895088","7.5220858","6.5994796","1.8396269","1.1729350","1.8895104","3.0760319","1.3803447","3.1170217","2.3819594","3.3325226","1.3693453","2.6794440","2.9042919","2.6145913","2.3313760","3.7164748","2.8891239","3.1341732","3.5494800","3.0997739","2.4752376","3.6549596","2.4315844","0.9254378","4.9852180","2.4633043","3.5237057","4.7931664","4.4400246","5.7181495","6.6177596","6.5305017","6.4118000","5.3719575","5.0486872","6.7647135","9.1863054","6.7999090","7.8570833"
"3.174909109/348.1923333","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.3684588","0.4075839","0.2923256","0.3902200","0.3938459","0.4081431","0.5226750","0.3945957","0.6312217","0.4383320","0.6434750","0.4307828","0.8773352","0.8541054","0.9191236","1.4202236","1.3052001","1.6494707","1.5039863","2.0029680","1.5486392","2.1750444","2.1544323","2.4838181","2.2145977","2.2552132","2.7662063","2.1226490","2.8227940","2.9117881","2.5637205","3.2694905","0.6005784","0.5984554","1.5213592","1.3337902","1.4329717","1.4584590","1.6347209","1.8283260","1.8801040","1.7404199","1.3982599","1.8167760","1.7892418","1.0972196","1.9133785","2.2868978","2.0983901"
"3.527750831/613.2329027","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.1858414","0.2205402","0.1921864","1.0723153","1.5688994","1.0372087","1.1785313","1.7508971","1.2648858","1.5944928","1.7294535","2.3501086","1.8680220","1.5646825","1.6214341","1.8778053","2.0713631","2.2962839","1.4210633","1.5456079","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"3.745966428/385.1390155","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.5213435","0.2111813","0.4852892","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.1858414","0.2205402","0.1921864","1.0584481","1.2377423","1.4897502","1.0800019","1.7716597","1.4680772","1.5261240","1.2963916","2.1019115","1.8213880","2.0197485","2.5560135","2.0642192","2.1691247","2.6120005","2.0131472","2.4172268","0.2083406","0.1905419","1.1822278","0.2820428","1.2854258","1.5611520","0.8510408","1.2662157","1.5775233","1.0717781","1.3012282","0.9269654","0.3538722","1.6512718","1.7986610","1.3762055","1.4224845"
"2.268549488/329.1824584","0.1907524","0.2328864","0.6201965","0.6554412","0.5863653","0.8068640","0.7747012","0.4922911","0.6538544","0.7879658","0.8004925","0.6761286","0.9667007","0.9643547","1.0384532","0.7266664","1.5841111","0.1858414","0.2205402","0.1921864","1.0545533","1.0591912","1.4039075","1.5121898","1.5446701","1.1094289","1.8978927","2.0205666","2.0430693","1.7037767","1.9182812","1.7537318","1.1651046","2.3906104","2.4544728","2.0798867","2.8159665","0.2083406","0.1905419","0.4559527","0.2820428","0.4306175","0.7238183","0.4804674","0.8257448","0.7421335","0.5954530","0.8275469","1.0282282","0.3538722","1.0473868","0.9120791","1.1351891","1.3022591"
"2.333689419/374.1305878","0.8290297","0.8517209","0.5157239","1.6824195","1.7807522","1.4698173","1.7071149","1.5960736","1.4567277","1.6582761","1.8684115","1.1790214","1.7281523","2.0039246","1.6114386","1.9306420","2.0051545","0.1858414","0.2205402","0.1921864","0.6673435","1.0428191","1.3922021","0.3464971","1.3574565","1.0731670","1.9124919","0.6437202","1.7965296","1.9900861","2.1636529","1.6242730","1.7600201","2.3074680","1.8804169","1.5328288","2.5142715","0.2083406","0.1905419","0.1859542","0.2820428","0.4135537","0.1836315","0.2616723","0.6063134","0.1905475","0.1975231","0.7432333","0.2430314","0.3538722","0.6727769","0.1839179","0.2490272","0.4005774"
"2.694600646/286.1767705","0.5859880","0.7743382","0.6390881","1.2795547","1.2027843","1.2770909","1.0881031","1.1093067","1.3371548","1.4410397","1.3628013","1.3944565","1.3590454","1.3656459","1.5599174","1.5475771","1.6460295","0.1858414","0.2205402","0.4101096","0.7272228","0.7003294","1.2291822","0.5968919","1.5680125","0.7817764","1.6235201","1.1824325","1.8708291","1.4152380","1.4613687","1.8969305","0.9731649","1.9849563","2.2445561","1.7173071","2.3441614","0.4172259","0.9118155","1.5547947","1.1385782","1.4905715","1.8275282","1.5427734","1.9167464","2.0260365","1.9533839","1.9591926","1.9553664","1.8067066","2.4046684","2.3872353","2.2564822","2.6412469"
"2.072574289/338.1352282","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.5244895","0.3426935","0.2923256","0.6687439","0.5086512","0.4578665","0.6727955","0.4516605","0.6659302","0.9418485","0.5267258","0.6699797","0.1858414","0.2205402","0.1921864","0.9520901","1.2817493","1.6455312","0.8842559","1.2675059","0.9687678","1.8728629","0.7747037","1.8091747","1.7614530","1.9852727","1.8534062","1.7065110","2.0667938","2.0636818","1.4852963","2.4263816","0.2083406","0.1905419","0.3331740","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.3145471","0.3188456","0.2490272","0.2157085"
"2.094731827/355.0373004","0.1907524","0.2328864","0.1830081","0.3386691","0.4081317","0.4052888","0.4132562","0.6339463","0.5858755","0.5168360","0.6835568","0.6123563","0.5920673","0.8223715","0.7541044","0.7104719","0.8683171","0.1858414","0.2205402","0.1921864","0.7257144","0.6722427","1.3113486","0.1646155","0.9939297","0.7285153","1.5838210","0.1559899","1.7312733","1.5624919","1.8615344","1.9528607","1.4338461","1.8353983","2.1841467","1.3366638","2.5681159","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
