"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"Label","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps"
"5.113175713/324.9695653","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","1.0358228","0.1118456","0.1416096","0.2202716","0.3834411","0.1131275","0.1505840","0.2061930","0.4850054","0.1245201","0.1645785","0.2468012","0.7292879","0.1419555","0.1366865","0.2634360","0.1513870","0.7867167","0.4532689","3.2000536","2.9920300","2.6097757","3.2838380","3.5448121","3.0894912","3.3870497","3.3773268","2.8668119","4.3558487","3.9134291","3.3057561","3.5806782","4.1033157","3.3098794"
"4.626311028/401.1777344","0.9609115","0.8523430","0.5882315","0.9752025","0.8472455","0.4221383","0.6829274","0.4810838","0.4969521","0.9349031","0.7858495","0.4287508","0.6393966","0.9812800","0.7709082","0.4646638","0.3672644","0.6878556","0.6212724","0.3648074","0.4699134","0.5006875","0.3097375","0.4683824","0.2809370","1.1692222","0.4414623","0.4099487","0.2202716","0.9143018","0.6401502","0.3166950","0.2061930","0.9715999","0.3763971","0.3864792","0.2468012","1.1855938","0.3673193","0.5198200","0.2634360","0.5285528","1.4377146","1.2747266","2.9563337","3.2736708","3.7552895","3.4402924","3.6699058","4.6826982","3.6635512","3.9990919","4.6870002","4.1263560","5.6724164","5.4277496","4.3100983","4.8256299","5.7166722"
"5.183918466/1093.055704","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.7898628","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.4901637","0.1419555","0.1366865","0.2634360","0.1513870","0.3033079","0.2932505","3.0252787","2.9875251","1.7495001","2.3940750","3.4874707","2.3119896","3.1353330","1.8851792","2.6505326","3.9424023","3.4713559","2.9329806","2.4814209","3.6814960","2.6220662"
"5.09163183/277.0458428","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.2783467","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.2817908","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.5612024","0.1118456","0.1416096","0.2202716","0.3840859","0.1131275","0.1505840","0.2061930","0.3378293","0.1245201","0.1645785","0.2468012","0.5092237","0.1419555","0.1366865","0.2634360","0.1513870","0.8499609","0.9494809","2.4495955","1.7948878","1.6675609","2.7790068","2.5975140","1.6261115","2.9099962","2.8572267","1.9614946","3.5185741","2.7851402","2.0857893","3.1478283","3.2750220","2.4242999"
"3.024561035/1030.370784","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.9003163","0.8675612","0.9969811","1.2828899","2.1776022","2.2011840","2.6983193","1.1806641","2.3218831","2.3467467","2.9706253","1.6188235","2.8545266","2.7016686","2.9848995","2.6108768","2.1960787","3.3628099","3.2826187","2.6022477","2.5544875","3.0112278","3.4582539","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"7.204359181/573.1111279","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.2594576","0.1387689","0.1401607","0.2847630","0.1419355","0.1469972","0.3048927","0.1584962","0.4826360","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.6435275","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.8827436","1.4731884","1.5355282","2.8896524","2.1160949","2.0800255","2.5377433","2.7956056","1.8985877","2.3025938","2.9084358","2.5368219","3.1974807","3.2075330","2.2818003"
"2.530051528/491.2491716","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.6288731","0.6207773","0.5976232","0.7048383","1.7497645","1.8261556","1.9528924","1.0869867","2.0748289","1.8665015","2.1816452","1.4320749","2.3031740","2.2064129","2.2573134","1.5255198","2.3846377","2.5918020","2.4227846","1.5948751","2.5616742","2.3040877","2.5209899","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"2.421267643/250.6466388","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.2562105","0.2697802","0.1502998","0.1336142","0.1671812","0.1355053","0.2553467","0.1349067","0.3672644","0.1354692","0.1387689","0.3488773","0.5810824","0.5749950","0.6941769","1.4722009","1.7841125","1.7987690","0.8704189","1.8652719","1.8632030","2.0675688","1.1411634","2.0691994","2.1893628","2.0975259","1.1799722","2.0839537","2.4944987","2.2144201","1.2466128","2.2716690","2.3697735","2.0980889","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"5.181244778/277.575417","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.2861711","0.1118456","0.1416096","0.2202716","0.2887674","0.1131275","0.1505840","0.2061930","0.2688076","0.1245201","0.1645785","0.2468012","0.5127355","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.7153345","1.9316473","1.5691588","2.1216548","2.0956648","1.7837075","2.5247809","1.3238707","1.7456049","3.3704903","2.3132309","2.0521985","2.5060981","2.8029926","2.1159712"
"5.202176392/349.0662598","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.4351630","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.3034335","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.3580376","0.1245201","0.1645785","0.2468012","0.4721136","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.8154579","1.7842472","1.6104559","1.9054783","1.4798325","1.5831090","2.6151513","2.5819654","1.5543878","3.4036489","2.4529014","1.9179937","2.6883140","3.1133332","1.8593922"
"5.142198274/189.0728923","0.3024893","0.2759835","0.2742716","0.2992015","0.2828651","0.2640706","0.4171744","0.5864683","0.3681108","0.2529274","0.1502998","0.3148968","0.2886979","0.4177664","0.4654536","0.2933530","0.7879342","0.2718885","0.2498945","0.2984745","0.1554694","0.4664675","0.2707662","0.2340386","0.1584962","0.9414044","0.1118456","0.2658831","0.3716126","0.5287479","0.4101651","0.2703695","0.3522844","0.6000623","0.1245201","0.2911551","0.4081245","0.8197043","0.1419555","0.2350833","0.5274321","0.5777941","0.8750968","0.6470446","2.3068499","2.0868824","1.9348495","2.5252471","2.4319315","2.2775183","2.6672847","2.6454602","2.1442401","3.2441678","2.7030816","2.4135609","2.8860551","3.1026535","2.5881151"
"4.897272878/486.1170196","0.1426650","0.1667877","0.4162715","0.1421638","0.1794094","0.6545993","0.1402999","0.1910218","0.7559430","0.1423285","0.1502998","0.3140733","0.1671812","0.1355053","0.1432013","0.8244020","0.3672644","0.2646033","0.1387689","0.2506187","0.1554694","0.9903833","0.1469972","0.2773158","0.1584962","1.0436078","0.3176976","0.1416096","0.2202716","0.6641290","0.2624318","0.1505840","0.2061930","0.5444809","0.1245201","0.1645785","0.2468012","0.8327737","0.1419555","0.2744256","0.2634360","0.3352007","0.9083592","1.0617424","2.7502089","2.0958995","2.2483556","2.7574227","2.6360914","2.6198938","3.0350508","2.9068159","2.4595117","4.0637059","2.6812126","2.8707094","3.7775033","3.2352151","2.6923043"
"5.078225882/562.0201778","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.5445667","0.1402999","0.1910218","0.4815431","0.1423285","0.1502998","0.3731785","0.1671812","0.1355053","0.1432013","0.3378440","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.6482535","0.1469972","0.1400456","0.1584962","1.1787771","0.1118456","0.1416096","0.2202716","0.6881198","0.1131275","0.1505840","0.2061930","0.6873611","0.1245201","0.1645785","0.2468012","0.8681101","0.1419555","0.1366865","0.2634360","0.3686338","1.0776962","1.2463400","2.2139105","2.6952941","1.8935644","2.5856823","2.8027983","2.1264544","2.5116475","2.5791964","1.7963701","3.1809985","3.5347713","1.8921481","2.9477028","2.9763523","2.2597332"
"4.490334332/316.0742772","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.3214850","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.2755617","0.3672644","0.2676085","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.3518684","0.3610127","0.3112688","0.4472526","0.5338348","0.5299179","0.8973990","0.7940551","0.3862068","0.3180300","0.6897077","0.7698170","0.3454457","0.7622185","0.9701397"
"4.43720513/417.2090741","0.2931395","0.3863391","0.3478187","0.5125741","0.3342479","0.4611892","0.5231023","0.3785909","0.4711740","0.4311431","0.3262981","0.4220605","0.6427661","0.6528399","0.3873765","0.4557758","0.6258658","0.5694663","0.4627635","0.1401607","0.3105914","0.2775453","0.2862233","0.1400456","0.2970883","0.6456402","0.2167727","0.3186573","0.4002454","0.4641150","0.2325385","0.2793237","0.3306510","0.4669427","0.2798943","0.1645785","0.4040218","0.7445422","0.2640196","0.2592372","0.4949621","0.4641188","0.6318788","0.7467622","2.0110300","1.9513965","1.8805422","2.3646868","2.3062320","2.3731760","2.5144003","2.4298414","2.3817688","2.8693775","2.8874803","2.7385822","2.9958149","2.9830789","2.7679365"
"0.469881995/171.1124518","3.3572887","4.1273350","3.5817460","5.4045258","5.4565344","0.8294732","5.7970105","5.3810082","0.9327946","6.3959029","5.8954708","1.0547110","6.8483550","0.6429257","5.6714702","1.3194878","6.7222708","1.2254584","6.0318439","0.3898510","0.4071158","0.3794689","0.8775759","1.1877886","0.8779215","0.9527180","1.4425738","1.2944256","0.7684668","0.7883262","1.9436391","1.7086058","1.3175584","1.5995884","2.0435906","1.8410878","2.2073771","1.8117115","1.7760014","1.6368566","1.9945799","2.1040428","0.6466589","0.5208430","1.2651088","1.2983597","2.1425119","1.2503419","1.4651689","1.3182548","2.0892550","1.6859552","1.2385864","2.3010694","1.9237419","1.7355935","2.1154254","2.2118754","2.1753756"
"3.718510156/337.0476204","0.3687280","0.3387464","0.1322586","0.2678819","0.1794094","0.1339511","0.4357953","0.3820552","0.1377072","0.5765765","0.3575846","0.1336142","0.1671812","0.3771350","0.3622680","0.3252356","0.3672644","0.5300534","0.1387689","0.7481025","0.5653185","0.5269572","0.7882480","1.4525321","1.6073828","1.6827416","0.7751638","1.5973963","1.7825439","1.7520832","0.8446359","2.0132941","2.1615978","2.1883555","1.4827975","2.3525217","2.6345887","2.2539029","1.6468579","2.6224191","2.6365907","2.4072640","0.3515598","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"7.013634753/188.0735667","0.5176629","0.5947442","0.6125576","0.4008501","0.3503088","0.7202645","0.6067717","0.1910218","0.5973368","0.6156140","0.2983056","0.5695861","0.8294340","0.6131980","0.3667273","0.8099804","0.6343529","0.7249656","0.2434280","0.5411094","0.6741403","1.2093070","1.0088819","0.7096757","0.6122602","0.6632743","1.0105568","0.6350121","0.3949768","0.5842228","1.0058670","0.5764747","0.3374452","0.5356739","0.9994614","0.5052585","0.3933627","0.5672416","0.8279814","0.5325771","1.4127918","0.6689783","1.2023965","1.0129353","3.4936561","3.1448390","2.1968237","3.7390654","2.8432755","3.0670426","3.6851751","2.7550239","2.3077149","3.7327975","3.0013533","3.6916580","4.3293967","4.2848193","2.9300596"
"5.756116696/631.9842468","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.9569441","0.1118456","0.1416096","0.2202716","0.3832004","0.1131275","0.1505840","0.2061930","0.4418119","0.1245201","0.1645785","0.2468012","0.6748467","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.9398285","1.3742914","1.7371120","2.2965192","1.8506776","2.2454246","2.2587460","2.2667022","1.8249010","2.7189927","1.6703674","2.5382482","2.6205282","2.3059080","2.1054673"
"4.436886808/309.0732178","0.3401318","0.5142408","0.2892337","0.7687873","0.5288448","0.5451726","0.7174966","0.6866410","0.5232767","0.8383898","0.8631040","0.5232522","0.6370833","0.6140038","0.8378525","0.5857009","0.3672644","0.9305560","0.7945719","0.2589032","0.1554694","0.2933176","0.2877962","0.2567738","0.1584962","0.8707359","0.3852149","0.2693901","0.2202716","0.3402399","0.2591859","0.3922089","0.2061930","0.4201652","0.2605257","0.1645785","0.2468012","0.4021323","0.4113674","0.2670302","0.2634360","0.3865534","0.1486250","0.1398771","2.4354697","1.6393509","1.4084657","1.9257164","1.9615794","2.2632939","2.6798806","2.1075995","2.2356513","2.9976013","2.1626167","2.1516626","3.0549819","2.3853041","2.5327882"
"4.787370405/180.0474275","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.2632698","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.3123063","0.3672644","0.2919698","0.3966522","0.1401607","0.1554694","0.3620830","0.1469972","0.1400456","0.1584962","0.3127188","0.1118456","0.1416096","0.2202716","0.2852171","0.1131275","0.1505840","0.2061930","0.3258629","0.1245201","0.1645785","0.2468012","0.4415334","0.1419555","0.1366865","0.2634360","0.2448670","0.7420187","0.7136065","2.5940347","2.3559354","1.8252242","2.6527979","2.3821570","2.1866987","2.7881951","2.9450357","1.9834471","3.4927762","2.3907158","2.5764188","3.3396743","3.4584822","2.5743472"
"0.360792421/210.096954","0.7465771","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.5129763","0.1910218","0.1377072","0.6051730","0.1502998","0.1336142","0.1671812","0.4643309","0.1432013","0.1349067","0.3672644","0.1354692","0.5912910","0.8520989","0.8632267","0.4314804","0.1469972","0.4588879","0.1584962","0.5463581","0.5606541","0.5779404","0.3395770","0.6005562","0.5399665","0.5507760","0.7790195","0.7735315","0.5146596","1.4284145","1.4838589","1.5939674","0.8027395","1.4638738","0.8054943","1.0671227","0.7094428","0.4078970","0.8051596","0.8438656","1.5835900","2.1943087","1.6039246","2.2349915","2.2439677","2.4313128","2.0143189","2.8482383","2.6787560","2.4687003","2.9710900","3.6312416","2.5748337"
"5.757587196/629.9839608","0.1426650","0.1667877","0.1322586","0.1421638","0.5186970","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.2538858","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.8923223","0.1118456","0.1416096","0.2202716","0.2630225","0.1131275","0.1505840","0.2061930","0.2617474","0.1245201","0.1645785","0.2468012","0.5619703","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.7468694","1.2621629","1.5481090","2.0337851","1.6969903","2.0034362","2.0427131","2.0519838","1.6056539","2.4454594","1.5471580","2.2959826","2.3792138","2.1111389","1.8728006"
"5.838106094/268.5702738","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.7729223","2.3437532","1.1510836","2.1267464","2.3896534","1.7116349","2.3433999","2.6205960","1.6701806","2.7322232","2.3818925","1.8573159","2.4122254","2.9367818","2.1818220"
"2.668044122/439.2545297","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.5771582","0.6165362","0.6779701","0.6612771","1.4647099","1.5634418","1.5732648","0.8253452","1.7499473","1.6187160","1.7799680","1.4443220","2.3735862","2.4667697","1.8636721","1.6155786","2.7208743","3.1945762","2.5291825","1.8693247","3.0567160","3.0131892","2.7209143","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"2.148646247/191.0804465","1.9362972","1.7729467","2.7243741","1.7540239","1.3829158","1.9206686","1.9894737","1.4784306","2.3168276","2.0827631","1.8883847","2.5365132","2.1470548","2.3801098","1.9496891","2.4681915","1.6650752","2.1513523","2.3861410","0.5950632","0.3187147","0.3069314","0.9355058","1.6835388","1.6291839","0.9923196","0.9728731","1.5273512","2.1710018","1.1251000","0.9215279","2.0296900","2.7644152","1.7808471","1.3592720","3.9307302","2.9261861","1.7979056","1.6259184","3.9813942","2.5974375","2.2658437","1.1717643","0.7885824","1.2747618","0.7553034","1.0101621","1.1115816","0.6118512","1.1719441","0.6134320","1.0767333","0.9811261","0.7773546","1.1585410","1.3333016","1.2607468","0.9461770","0.9471784"
"7.197472945/626.0223219","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.2634667","0.1419355","0.1469972","0.1400456","0.1584962","0.2563969","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.4702081","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.4526437","1.2394459","1.2380942","1.9326653","1.7047484","1.6768172","1.9864993","2.1947657","1.5832160","1.7539052","2.4511810","2.0726308","2.4944707","2.7228959","1.9146809"
"2.888189432/167.1540576","1.5303459","2.2397508","1.2947290","1.0409915","1.5677237","1.0463103","0.8387500","1.3285002","0.8969801","0.8144743","1.2262782","0.8962405","0.5342740","0.3736942","1.2266346","0.8754264","0.9169830","0.4417503","1.1279805","0.5401023","1.3893467","0.8273054","1.5629457","1.4060714","1.3849210","1.7488945","1.6181499","1.1714008","1.8552532","1.7458658","1.8059731","1.5365606","2.0402911","2.0597229","1.6431144","2.6213319","3.4216648","2.8414399","2.2481245","2.4490901","2.5508992","2.8479152","1.2080776","1.9772284","1.5157989","2.0504358","1.6373159","1.4991424","2.1976892","2.1072692","1.8721984","2.3541426","2.0569928","2.7756020","2.5574659","1.8345790","2.5897272","2.1469588","2.2977678"
"4.373793079/182.5797005","0.1426650","0.1667877","0.2478382","0.2549928","0.3053111","0.2706935","0.1402999","0.2937682","0.1377072","0.1423285","0.2716811","0.1336142","0.2929776","0.2304367","0.2273033","0.1349067","0.7865067","0.2401091","0.3198823","0.1401607","0.2742536","0.1419355","0.2708390","0.2219258","0.2572406","0.7372667","0.1118456","0.1416096","0.3681419","0.4955774","0.1131275","0.1505840","0.3115215","0.2950851","0.1245201","0.1645785","0.2468012","0.5119528","0.2188669","0.2331861","0.4129703","0.1513870","0.2589378","0.2327944","2.6187246","2.5820553","1.9250818","2.4965077","3.1822998","2.2328365","2.9608116","3.0739629","2.3840194","3.2902882","3.0865637","2.5939565","3.4545843","3.6944751","2.9037353"
"5.760179806/628.984885","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.8418194","0.1118456","0.1416096","0.2202716","0.2560566","0.1131275","0.1505840","0.2061930","0.2664606","0.1245201","0.1645785","0.2468012","0.4129257","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.6868758","1.1914165","1.5057882","1.9616919","1.5733146","1.9258450","1.9414482","1.9525619","1.4717660","2.3362408","1.4045984","2.1709251","2.2351609","1.9974483","1.7640774"
"0.950672308/137.0456167","0.3932228","0.3856568","0.3975131","0.1421638","0.3860233","1.2119968","0.4242094","0.3688767","0.6485812","0.3444579","0.3929691","0.7465783","0.1671812","0.1355053","0.1432013","1.0579187","0.3672644","0.2702683","0.1387689","0.4020482","0.5166851","1.1585863","0.5055275","0.8622289","1.3106389","1.1141805","0.9498245","1.6514281","1.8454691","2.1708868","1.6011816","3.2019126","2.5609047","2.7333322","2.4951898","3.4054292","6.0906209","2.3091055","2.5194195","3.2946874","2.8629876","3.4545419","2.0426484","1.8206418","3.2451660","2.3735469","1.3068240","3.3465600","2.8039391","3.0966747","3.7990229","2.4774517","2.5894455","2.9737097","3.7695030","3.0152018","3.2497321","3.1632269","2.7323604"
"2.222386985/219.0756621","0.4298188","0.6379136","0.4477527","0.3087163","0.3242114","0.3760922","0.3365187","0.3189697","0.3812981","0.4825477","0.4970652","0.4177111","0.1671812","0.5942334","0.3547009","0.3510850","0.3672644","0.4928743","0.4930679","0.6710717","0.4867291","0.3656687","0.3522124","0.6721453","0.6500148","0.5315104","1.1477465","1.1185771","1.0974174","1.5128898","1.1554805","1.8686400","1.7278512","1.7274985","2.0362217","2.4008495","2.2510445","1.8316962","1.9096260","2.3034952","2.2149769","1.8870289","0.7651618","0.6131063","1.4897388","1.1824615","1.1574378","1.6036129","1.2476287","1.4416031","1.2496050","1.5980205","1.2432775","1.5477217","1.3256320","1.3727588","2.2515399","1.7480044","1.5201208"
"3.49403701/323.1699549","0.5626651","0.3278270","0.3529796","0.4251285","0.1794094","0.5244341","0.6262840","0.1910218","0.6773631","0.6302809","0.5382621","0.6842591","0.1671812","0.6969416","0.6077570","0.6434889","0.3672644","0.7432145","0.7586901","0.3424526","0.1554694","0.4331006","0.1469972","0.5302806","0.1584962","0.7463943","0.3125756","0.5379578","0.2202716","0.4872068","0.3126192","0.6062568","0.3546920","0.5482852","0.1245201","0.4570943","0.4948709","0.7593856","0.1419555","0.7040242","0.4514685","0.5001124","0.5355013","0.4550304","1.6066237","1.3085785","1.7861263","1.8824399","1.6368050","2.2670783","1.9852385","2.0851142","1.9742603","2.0551679","2.3104680","2.4998010","2.4531935","2.2342870","2.4198214"
"3.862348681/319.0542232","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.2588832","0.2496030","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.2516833","0.1245201","0.1645785","0.2468012","0.3446452","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.4490107","1.2218548","1.0911178","1.6999272","1.6643540","1.3871735","1.9552394","1.5967468","1.4263976","2.5164308","1.8949258","1.7344545","2.5752416","2.4122380","1.7696229"
"5.762951588/625.9857056","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.7403149","0.1118456","0.1416096","0.2202716","0.2745610","0.1131275","0.1505840","0.2061930","0.3345326","0.1245201","0.1645785","0.2468012","0.2711815","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.5506723","1.1372526","1.3884223","1.7962579","1.4577979","1.7706542","1.8020384","1.8275014","1.4102593","2.1964926","1.2489324","2.0174258","2.1018148","1.7879333","1.6436632"
