Sample,1mem_Bt_12pt5hr-1,1mem_Bt_12pt5hr-2,1mem_Bt_12pt5hr-3,1mem_Bt_12pt5hr-4,1mem_Bt_25hr-1,1mem_Bt_25hr-2,1mem_Bt_25hr-3,1mem_Bt_25hr-4,1mem_Bt_30hr-1,1mem_Bt_30hr-2,1mem_Bt_30hr-3,1mem_Bt_30hr-4,1mem_Bt_35hr-1,1mem_Bt_35hr-2,1mem_Bt_35hr-3,1mem_Bt_35hr-4,1mem_Bt_40hr-1,1mem_Bt_40hr-2,1mem_Bt_40hr-3,1mem_Bt_40hr-4,1mem_Bt_45hr-1,1mem_Bt_45hr-2,1mem_Bt_45hr-3,1mem_Bt_45hr-pseudoS,1mem_Cv_12pt5hr-1,1mem_Cv_12pt5hr-2,1mem_Cv_12pt5hr-3,1mem_Cv_12pt5hr-4,1mem_Cv_25hr-1,1mem_Cv_25hr-2,1mem_Cv_25hr-3,1mem_Cv_25hr-4,1mem_Cv_30hr-1,1mem_Cv_30hr-2,1mem_Cv_30hr-3,1mem_Cv_30hr-4,1mem_Cv_35hr-1,1mem_Cv_35hr-2,1mem_Cv_35hr-3,1mem_Cv_35hr-4,1mem_Cv_40hr-1,1mem_Cv_40hr-2,1mem_Cv_40hr-3,1mem_Cv_40hr-4,1mem_Cv_45hr-1,1mem_Cv_45hr-2,1mem_Cv_45hr-3,1mem_Cv_45hr-4,1mem_Ps_12pt5hr-1,1mem_Ps_12pt5hr-2,1mem_Ps_12pt5hr-3,1mem_Ps_12pt5hr-4,1mem_Ps_25hr-1,1mem_Ps_25hr-2,1mem_Ps_25hr-3,1mem_Ps_25hr-4,1mem_Ps_30hr-1,1mem_Ps_30hr-2,1mem_Ps_30hr-3,1mem_Ps_30hr-4,1mem_Ps_35hr-1,1mem_Ps_35hr-2,1mem_Ps_35hr-3,1mem_Ps_35hr-4,1mem_Ps_40hr-1,1mem_Ps_40hr-2,1mem_Ps_40hr-3,1mem_Ps_40hr-4,1mem_Ps_45hr-1,1mem_Ps_45hr-2,1mem_Ps_45hr-3,1mem_Ps_45hr-4
LUMICHROME,17362.85169,56214.93385,63453.8337,190870.7007,27752.4459,174629.8223,456365.0303,11999.76426,36554.75672,133903.4205,375985.6133,24056.24751,73834.01711,129252.9823,227604.6145,9092.793919,21283.0001,53943.06804,533399.5134,19132.83726,20693.62224,163218.9238,1132153.184,438688.5767,99912.03421,92974.4366,48585.8723,68784.51843,162162.2506,986282.7675,258875.726,221799.731,193181.9412,1445351.897,1003650.263,923777.4826,278820.6264,1179307.983,1888783.039,371438.3895,259491.8783,960732.363,1721505.622,835929.5004,159455.6267,727804.7063,139593.8719,565231.5087,8846.53118,187727.1855,236919.4442,184675.2348,76698.37478,388344.1683,412499.9516,696619.6276,140342.4845,355231.1394,179250.1779,710252.6293,125741.8484,441988.8456,349293.9795,600994.5512,119247.1185,497803.4144,802469.42,20945.86929,115605.1443,435251.7175,521435.2215,458217.0089
GUANOSINE,0,2587.587059,2505.536637,4746.381025,1785.076217,0,15292.57075,2257.268246,0,15058.35976,0,7761.610999,1906.468988,0,6893.866748,66204.30707,1843.075902,0,26481.02606,2904.724337,1980.343495,3749.004619,2932.297855,2887.215323,0,10198.21734,153493.2265,5911.827301,136755.4141,651105.9543,470784.595,722127.0025,1689329.149,1837756.196,1454875.181,2525664.102,4268127.888,3320128.664,2095588.36,1795544.291,3706672.349,5484011.08,7884416.925,6468778.344,3970075.273,12610013.32,1755691.505,6635290.197,28305.07553,170273.2385,232773.482,63712.10487,158278.2315,57561.78797,66792.80291,92078.65275,180561.2909,186576.5046,186960.7601,191506.7036,174165.7636,64964.06494,294728.4991,59758.49419,152774.9711,5999.83775,10002.06358,66093.99673,243422.8993,88637.92663,79962.50173,27901.50671
OCTOPAMINE,431989.7516,889931.6075,778404.3593,1080941.296,248156.5191,1082978.345,2775538.788,262125.4612,810429.374,1075887.929,4209368.886,405012.1441,396037.3701,610787.0861,6820117.461,1024528.79,567942.7263,1210146.476,2547992.968,603352.959,1124453.531,411787.2202,4897087.515,2144442.755,68315.56494,335768.8683,3356305.205,204661.3039,447386.6859,762547.7567,1795269.712,9345676.218,421628.1398,872279.4883,10067374.39,2129841.63,294543.2803,118496.6843,5132302.499,3838758.639,504892.4128,200310.3286,1103251.628,1568612.488,1241560.974,246010.7918,3285930.629,5013532.345,132857.4006,120987.7809,785459.6157,220760.7768,753017.0545,29460.29457,1140659.988,303481.5293,921939.8343,134848.8829,2376770.376,448565.5111,620481.831,90071.72759,4930773.04,185697.1471,832544.1379,35684.27238,1702449.333,72920.50249,592898.2943,318270.5133,183729.4372,259220.782
PYRIDOXAMINE,48691.26314,213718.7355,290048.1896,296750.7853,16907.95865,196052.0441,100063.469,44305.56488,94598.12372,191632.6377,76107.15231,31506.41557,38111.22068,9584.866844,291585.0866,22997.49879,26828.42824,220180.1628,67970.58259,58728.95174,79132.45499,220898.7906,261723.5318,187251.5925,32588.59288,334107.4675,106352.1621,63690.89852,18737.89952,181695.9388,220886.8643,102845.2672,170006.8489,199940.6581,26211.94061,233255.5866,180850.5455,142075.6813,80241.13468,14929.11432,86507.04943,43163.76478,210870.3899,129783.3867,142770.1613,368418.0087,65237.08309,47679.83647,43397.40685,246983.183,350812.4344,127726.2186,49104.88245,33989.98357,225289.4295,83322.70362,115107.9476,287879.8072,285703.5858,73896.66563,36043.94169,98140.76602,294412.744,38612.75722,136307.1321,247904.5077,196157.5566,35661.17192,41607.88545,30142.35512,110721.4357,28149.00484
5-METHYLCYTOSINE HYDROCLORIDE,32076.59757,73897.01258,41445.30665,56404.31758,42384.76614,167148.5,78730.17558,86451.97794,17887.09054,137758.3363,268503.6647,320626.4241,34728.35129,113063.0458,422217.1935,44631.60737,45467.43389,566986.1086,463232.1225,512383.1849,38712.11114,285457.0236,600012.0633,308060.3993,16532.77573,66980.70841,45577.56134,248039.2378,74058.47473,1524306.646,1326773.094,1007810.698,1348241.109,1388589.826,1561313.775,3188757.177,1630091.239,2002612.765,1477491.564,614619.0851,1360627.067,2129227.001,1684877.861,2590541.335,1196036.91,3575582.805,1753087.483,2313419.764,1078221.797,4560069.237,3104943.048,930646.1593,2489543.959,4680782.072,5613696.111,7642479.484,4748496.44,12867195.27,10016321.4,3684487.652,4871190.403,7948973.126,12341123.12,2708188.007,6814556.259,12651600.32,12959048.11,4134709.976,4688721.222,15023048.04,17325609.86,4502772.651
L-PHENYLALANINE,2906794.641,3391205.318,2720281.294,2436829.181,3290132.46,1025855.526,2652181.554,3429660.688,976480.8921,1189356.785,1638017.581,6295853.904,1816395.181,1559583.703,2157082.79,3060349.7,3361449.435,1451925.216,2437022.564,4759604.507,1148707.928,1009702.233,3427493.906,1861968.022,2708729.085,2279044.212,10970819.08,2329770.848,3802289.591,2209950.706,15034527.14,2505661.232,1139907.759,819678.3451,15743460.28,2196733.297,2347834.095,1225182.017,12364149.12,2119802.167,7402468.487,1789676.443,13118414.71,3626895.221,1894051.149,3359272.51,1738947.602,10967549.25,4745068.622,4193179.014,7105112.768,1751821.787,8597965.148,989533.1858,994597.2819,1986769.289,20368355.72,1786540.346,2711844.626,7894692.511,9796209.061,2373686.552,3611326.983,6163286.294,2719271.352,5157804.888,1870100.632,10493318.11,6910280.174,2521945.786,3732938.961,15615967.09
"GUANOSINE 3',5'-CYCLIC MONOPHOSPHATE",0,7743.327733,0,1894.576551,3354.429149,1980.710156,2089.276694,1895.813232,4665.750873,2490.354782,1388.219186,0,3500.718859,4057.793024,5693.120694,0,0,4007.30364,2245.673405,6225.372968,0,2349.814871,2548.078162,1632.631011,3715.767705,6587.892077,0,1989.40312,2839.616208,6199.12676,3003.238079,3128.047428,16159.67818,92176.99628,165985.6562,280194.7368,166718.3212,404698.9799,332006.7097,154178.3016,327085.6823,542657.7464,4843882.781,1455215.185,464532.1619,1326717.446,1074642.222,2037864.186,0,1470.4193,0,0,0,2911.810833,0,2243.91266,0,8424.366107,0,5083.296477,5042.5343,8799.501638,0,0,0,3411.447538,0,0,0,5572.221267,6699.747465,3695.553436
D-PSICOSE,52257.20918,10144.28929,14298.28673,180928.5393,226710.8845,10447.35562,231892.0124,89514.26481,7998.219405,4751.188919,162894.4274,119829.7584,98730.91364,5118.435854,10206.30263,11013.55848,9542.323665,6831.780044,11881.75292,8080.626,6374.641318,6180.909579,13862.08762,8805.879506,12671.35497,11370.19132,13070.18716,110357.6887,11636.79042,22590.27585,15435.08098,7279.099066,26393.23978,27751.78823,164064.6729,116014.6161,14457.73556,24328.69912,179457.8693,8141.859019,3018.158015,94658.01908,30922.74775,82884.85698,8738.209312,71421.06391,198194.8994,6652.225297,12504.00667,39372.2618,33766.9108,43236.59088,7649.113893,132382.046,70238.95456,87084.60408,4278.047938,4611.099169,5358.280421,19827.0794,89112.6386,4264.126065,4064.184188,80007.30375,8686.001315,4855.280491,14540.49618,3159.388728,3622.208258,41385.0172,14718.96496,12942.48465
4-HYDROXY-L-PHENYLGLYCINE,46120.59528,682354.9683,786771.7187,1328149.147,698247.0721,81993.56267,480192.5731,389309.2193,310833.4425,259212.7314,595579.7531,430299.2841,537176.9774,100837.9124,1201715.534,118392.8637,194134.6209,1015088.247,566980.6504,160273.64,431075.9597,480151.8885,1845285.504,918837.7841,62737.31512,541587.0983,585211.532,82927.20153,858408.1627,408949.9108,1003577.343,887981.2944,155826.4692,119884.9886,377945.1772,1055018.477,43283.23252,1423130.112,921978.2174,162924.234,478888.0274,628613.4309,1158728.167,715491.3181,1131392.004,572672.0455,1291558.679,110478.3,99239.90043,294144.3332,142557.6794,169068.7694,491225.066,298652.5541,401843.7405,1023086.847,2107222.926,571144.9657,706643.5427,184996.1961,115506.8112,462127.4737,318363.5591,218409.2691,131771.4598,564957.0248,626514.7409,133085.0721,368530.3119,891847.4738,471026.7588,136427.9451
2'-DEOXYGUANOSINE,4996.665446,10841.24956,69424.86793,19296.40971,3448.380533,9019.321204,45057.94782,9714.124042,3950.735897,5550.775554,61255.66025,52746.62169,4002.090448,5433.500665,136451.6673,3815.980837,11499.31997,7404.083862,186045.7652,71160.21133,11326.80476,131107.863,100554.2627,80996.31015,27244.92226,88879.11806,212015.5949,75677.24543,119878.0348,173144.5461,78723.51825,213363.9075,111381.889,214302.573,76255.89004,184022.665,119141.8439,353220.8199,124373.241,66386.42408,457501.4254,208643.6093,465490.0363,587153.1412,777754.4771,341251.11,358445.1988,1121263.638,153724.8547,91808.6369,160029.9516,24108.94914,213116.3219,147739.0336,229723.4633,917060.6554,294520.6953,116273.8792,132584.5566,235160.2947,338730.253,209195.2647,599648.1627,317244.3449,429108.0028,118539.9447,734488.2617,421978.1394,219957.4813,185126.7932,944871.2035,286996.5264
L-ORNITHINE,3170341.901,174479.2285,1842829.162,176843.4316,1367972.15,97658.58834,709970.0707,431583.2764,1415414.737,297628.044,532416.8572,1050179.451,829380.0279,204554.1773,219273.8924,1970875.824,4181562.281,327828.4581,1237867.806,436427.8717,496404.0634,280019.8778,293474.8176,356632.9196,3355733.266,749249.568,1051924.84,1272925.601,571172.7018,164975.3187,564719.9459,690816.0769,1004638.497,110355.7493,968882.2631,702467.4798,1150754.694,294665.295,1079088.718,1733922.128,948252.3081,447364.8519,1137361.09,1785628.028,1225773.533,2869548.759,1326982.139,250575.8481,782786.9807,394127.0079,594421.6961,4663924.377,1834147.039,305040.8001,684814.7662,329402.8203,629986.9393,812988.3446,355307.715,2125558.79,1661790.174,176878.1568,320451.5558,1364380.504,1339295.14,249129.3551,428095.2727,955319.1447,2564885.516,474423.6075,338974.1942,3039352.769
SN-GLYCERO-3-PHOSPHOCHOLINE,1735588.27,10211.49352,108273.7815,52581.24814,1120485.309,8950.149116,20533.83923,525396.0095,778650.7134,4669.897084,26389.63737,0,420013.0248,4435.032363,11443.54818,387306.6009,29342.71639,9419.968853,11871.36681,58062.61086,98178.24487,37109.60727,1693.09963,45660.31726,1130903.423,3575.995309,7323.567402,46062.8507,403282.6047,12714.81162,49363.23193,271369.2268,168855.5829,8368.371498,9656.269746,80569.61757,77164.32782,24274.49167,3436.72541,176111.5455,506628.5715,19687.19999,2572.920225,3379.301034,152491.1665,25770.73151,9206.244828,8704.529014,1416155.144,20377.09632,15352.75974,380792.7515,400862.5265,48253.48451,30968.15526,4624.013981,382838.4411,7301.408457,4985.81441,64143.84068,39696.566,70491.53382,7161.089941,117701.6196,12275.8208,12484.56215,48838.81678,179647.0503,12405.8423,47377.0054,22644.09103,22483.81518
L-SERINE,71661.34623,18282.89794,8269.595233,154616.9382,1001579.661,45724.14961,14894.70213,6306.631918,65941.71545,8166.175379,25293.66465,7609.382753,11509.19787,8691.372657,2936.282839,12800.74401,6232.831171,17127.45942,10310.97264,17228.97148,14243.6646,7911.63059,6319.373181,9491.556124,58617.3352,5713.340333,5222.932102,7714.235796,9470.065956,17708.85455,8860.605048,3715.585585,7002.963659,9624.602115,7244.550729,30185.15464,7522.919606,8650.202918,37456.82681,4709.974298,38793.78289,77770.47604,198388.9961,6297.714248,52084.51842,56865.67981,21462.8444,21520.37913,30618.37751,9864.17056,7177.384696,10208.95132,122158.6697,8960.824317,11766.2875,33979.63481,15649.79436,52952.127,25070.93726,264104.1198,11548.47985,66518.7372,18892.96189,8933.344278,42131.39251,18804.76574,117327.8227,62101.92934,31228.76483,24471.99771,9003.565939,234215.2683
CITRULLINE,311412.9078,2290920.898,1638040.893,2372779.524,15113819.86,10785993.83,9663109.903,2222218.751,7044298.732,3516879.538,13417556.28,2602240.245,3709001.492,2246280.263,12610373.58,2336405.143,4046392.567,5556507.22,28460769.62,5175627.532,4558663.288,4159752.726,15250439.17,7989618.395,188832.6164,797137.3785,567452.552,280946.7742,10264331.47,11185427.21,489069.8781,5484925.932,14652774.74,7583140.553,24089365.48,9322644.284,20423580.94,9880955.543,15338872.08,4156129.776,28326527.66,7226864.396,23062778.64,13168008.08,10855633.74,7957662.607,9005314.945,7352536.204,331596.7092,522832.4568,963730.4497,179405.5207,1794559.804,2075320.96,1372181.3,1165173.421,1529549.161,1668820.978,1364250.593,985442.0778,1462804.707,2802955.65,1279004.864,1231940.952,930745.8495,3096050.772,4621226.532,1268148.803,2297875.368,4274609.024,2506298.757,1832199.741
N-ACETYL-D-TRYPTOPHAN,78074.95645,2626405.832,53529.2746,2674400.51,269991.8938,2877545.838,137256.1164,26766.1939,380686.4074,2772598.193,130221.6836,2147427.846,231253.1047,2285843.468,1735616.446,986686.4045,600478.1564,1669107.341,2056174.717,3376563.675,537858.87,1422242.788,2826738.819,1595613.492,1464.837115,106514.0964,110869.8827,25490.33297,13510.93163,144930.7023,1423190.041,252392.4155,25732.3872,102039.4475,539525.3939,993506.1321,53003.08147,1628571.467,1199429.07,60567.54894,66484.70625,685836.6439,1304155.681,2139928.268,50886.04044,2759229.291,3810232.337,346308.9726,2648.599372,26344.01952,30081.84332,11955.64495,2723.329647,8510.205625,20772.99566,39148.36444,6340.031315,31873.4902,114199.3575,15803.98124,3289.907002,26645.64794,57169.74983,52098.11551,4685.944026,9939.317862,76216.1249,28763.42109,17368.68186,146037.4872,148818.5132,43975.32726
INDOLE-3-ACETAMIDE,73692.88227,41775.32159,265157.4313,114750.9138,173842.6336,63121.90706,202205.6355,151943.29,246091.9801,43410.31458,155464.5507,65896.03756,102886.1966,30495.82191,105763.1212,87029.67753,45911.45738,55193.60666,158162.9031,224756.3461,52122.19601,76275.83714,269046.3653,132481.4662,25945.92375,19297.1508,33815.8914,118052.5021,110883.6749,207227.9749,385395.4383,237992.1105,226908.8061,326591.4842,595442.4707,549085.1243,326620.7561,271511.5962,663237.9702,199592.2927,362129.6824,128996.2194,339480.9426,587271.3348,191767.4893,202842.6542,327910.0609,554886.2874,750977.5828,314660.5018,633714.1724,158517.0897,1253600.128,1945108.411,823284.9014,763488.9787,2126128.801,6271539.627,1678164.338,1232935.089,2497618.806,7489249.985,1626940.377,2597875.247,4648036.73,399491.1143,1375031.003,3997594.928,1383205.142,5145705.438,3550469.986,4283767.999
HYPOXANTHINE,1367195.446,2398955.255,2192234.949,3281047.857,1319333.785,2227068.14,2670949.507,2175433.543,1397314.044,2171718.492,1941644.158,3501434.633,1624927.861,957200.3325,2322202.046,2122397.658,1975449.046,2074216.735,995609.7448,2978914.421,2690694.665,1143723.853,2332186.917,2055535.145,25553860.61,109083173.1,77277697.8,40710869.51,28444847.57,85453229.77,72543220.06,38627262.78,62103498.9,68968411.76,81563469.91,120734246.8,135350687.5,106768764.1,84712450.8,37901659.66,184327839.8,150322028.2,520146122.1,357408283.3,6081591.925,252546595.8,178352186.8,5868107.407,4679817.635,56480483.49,41530184.67,31644976.9,9019263.353,159978993.4,15302313.08,228498540.9,18843321.04,337049834.1,189889465.5,14711229.39,12331435.63,243852485.1,192921909.1,128931401,187623826.3,309784646.3,19163991.04,122100667.5,8242297.196,316146235,236113237.1,11110556.57
GUANIDINOACETATE,24621.64955,88040.02825,96975.33028,162643.6323,24387.69239,140078.1195,75878.57153,29626.25574,36067.66211,139960.369,69220.37731,169014.414,19221.13198,70990.81067,42911.50652,28409.51018,17400.12485,205070.9918,94717.99041,9845.464319,14213.26242,16439.79959,6281.738266,12311.60009,9744.096413,70620.6728,15373.85126,14543.63161,8409.135983,62557.13632,8834.021746,14736.29625,9641.002046,37539.02619,11624.96095,19457.65525,79914.88936,14439.52241,25530.79435,18714.34641,20912.40577,5538.564642,35282.28305,202942.3992,13292.81168,211295.4855,177766.4771,18594.25111,11081.42372,53736.45811,25903.00695,9587.577937,32272.30564,20789.34769,4825.836921,120732.1889,20972.42484,110870.1126,1453.561829,22782.93008,26765.38107,28770.26856,4233.18481,5445.761707,15909.0473,69902.42009,17768.28714,8337.876609,10790.08051,25165.37847,0,9951.347155
INOSINE,0,0,0,0,0,0,8402.768678,0,1757.293049,2597.356415,0,0,0,0,4764.682343,1863.859257,0,0,5008.700168,4101.829266,0,0,3136.89886,1045.632953,1686.809924,18989.35068,33280.60225,14045.71083,25251.86294,89186.40827,573510.9234,169307.4438,309510.37,135780.4326,225818.3586,1846292.667,1301450.835,506080.43,601828.2373,602021.5115,563979.5951,872834.7085,3735645.879,1993256.04,349851.4129,354291.7796,574757.7121,782630.157,11383.42593,0,5620.572663,7464.665051,109514.3247,13931.4576,15290.57431,48399.48515,405330.9142,11229.89397,14526.03235,16257.17887,352346.2869,9976.859506,56954.02547,17093.53293,127920.5638,4771.638527,17707.05904,2539.789716,301243.812,30129.7092,35192.60178,15789.0729
13C-15N-Alanine,42399097.12,110771053.1,153798176.3,200815055.4,84872686.08,139741675,169299580.1,82989883.49,91200853.17,117386826.2,209071211.8,98643696.38,71234777.51,96027286.71,135444502.4,54558174.59,112981225.4,137298879.3,133902499,78141045.17,97658905.22,77344021.83,124168730.8,99723885.95,35929175.63,129518946.4,138364747.2,100017893.5,84433770.81,106380800.6,119261930.6,83735765.94,97977085.07,91336649.54,122150540.3,136399395.3,129079670.8,90133397.09,121555992.2,44851984.04,94047136.55,80481832.89,99553809.31,146335700.9,102861811.3,216335403.4,134004891.4,103479442.5,30023170.7,107923190.6,167367544.5,73474741.15,98315574.41,103978156.9,127287439.5,154247613.9,104281348.3,144240613.2,154010465.5,103742960.4,112055036.8,92761950.85,131478355.6,65244990.37,105091015.4,117717366.2,147386594,53310372.28,117649775.3,126633346,119532362.9,91241093.41
